OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Grid_ref_,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrue_IDB_merged_140219_Snapped_Reach,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,USLength,SUM_USLength,AvailDSNet
231,231,,,,,,,349110,145985,,,AxeBrueIDB_structures+N,1,408,2.755357056,349110.3755,145982.2703,,127,UA11,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,223,1,231,4.89638E-05,0.489545107,1143.744995,0,1143.744995
206,206,,,,,,,338710,146390,,,AxeBrueIDB_structures+N,1,152,0.259316217,338709.7943,146389.8421,,102,M12,Penstock,0,,,11.31599998,Y,"Nearest Polyline, no name check",n/a,11221,200,1,206,1.72994E-05,0.976491928,1133.913574,0,1133.913574
167,167,,,,,,,330738,145995,,,AxeBrueIDB_structures+N,1,402,0.239436553,330737.8109,145994.8531,,63,H09,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,165,1,167,1.78695E-05,0.553967595,1094.079102,0,1094.079102
105,105,,,,,,,342570,153357,,,AxeBrueIDB_structures+N,1,103,0.60575325,342569.4072,153357.1246,,1,AX02,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,103,1,105,0,0.992888629,1787.502441,696.2006226,1091.301819
327,327,,,,,,,354584,132893,,,AxeBrueIDB_structures+N,1,298,2.222556234,354583.4861,132895.1623,,223,UB80,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,316,4,327,2.73831E-05,0.856521487,1083.627075,0.390560985,1083.236514
232,232,,,,,,,345571,149518,,,AxeBrueIDB_structures+N,1,118,0.347980892,345571.0692,149518.341,,128,UA12,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,224,1,232,3.02638E-05,0.832372427,1062.434326,0,1062.434326
329,329,,,,,,,353990,133849,,,AxeBrueIDB_structures+N,1,214,0.086176333,353989.9138,133848.9981,,225,UB82,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,318,1,329,4.45922E-05,0.999494553,1420.406616,363.0654907,1057.341125
314,314,,,,,,,345280,144687,,,AxeBrueIDB_structures+N,1,1127,13.41457424,345281.3353,144700.348,,210,UB66,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,304,10,314,4.95012E-05,0.371523827,4156.819824,3112.429443,1044.390381
344,344,,,,,,,343226,144148,,,AxeBrueIDB_structures+N,1,404,4.241451233,343224.6865,144143.967,,240,W05,Tilting Weir,2,,,0.023,N,"Nearest Polyline, no name check",n/a,11221,333,1,344,2.10601E-05,0.853939831,2109.33374,1079.668091,1029.665649
421,421,,,,,,,349304,140646,,,AxeBrueIDB_structures+N,1,78,1.178419265,349302.9316,140646.4971,,317,UB100,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,410,1,421,3.60641E-05,0.456605911,1036.739258,9.095890045,1027.643368
325,325,,,,,,,352203,140883,,,AxeBrueIDB_structures+N,1,177,2.199830042,352203.5335,140885.1342,,221,UB78,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,315,1,325,4.08379E-05,0.371866792,997.5872803,0,997.5872803
230,230,,,,,,,349677,145435,,,AxeBrueIDB_structures+N,1,444,0.822969298,349677.4211,145434.2929,,126,UA10,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,222,1,230,2.25715E-05,0.408861309,7822.592285,6835.103516,987.4887695
156,156,,,,,,,340745,139994,,,AxeBrueIDB_structures+N,1,368,0.171097507,340744.9733,139994.169,,52,C21,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,154,4,156,1.36529E-06,0.995557368,975.0950928,0,975.0950928
389,389,,,,,,,341554,145591,,,AxeBrueIDB_structures+N,1,400,1.100941767,341553.7759,145589.9221,,285,XW06,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,378,1,389,7.47031E-06,0.998076856,973.7010498,0,973.7010498
340,340,,,,,,,339527,149191,,,AxeBrueIDB_structures+N,1,141,176.0903029,339700.7119,149162.1561,,236,W01,Penstock,0,,,9.803999901,Y,"Nearest Polyline, no name check",n/a,11221,329,1,340,1.12747E-05,0.99000001,970.5748291,0,970.5748291
121,121,,,,,,,338823,152333,,,AxeBrueIDB_structures+N,1,12,1.024955231,338823.7464,152332.2975,,17,BA04,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,119,1,121,4.19448E-05,0.989620566,963.1156006,0,963.1156006
20,20,Long Moor Drove Sluice, ,EA,EA,South Drain Back Ditch,Penstock sluice gate with flap,335960,143300,0,51.185324,South Drain,1,380,185.5158096,334977.4145,143186.2303,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,20,1,20,0,0.776173711,933.2144775,0,933.2144775
21,21,Gold Corner Drove Sluice, ,No data,No data,Huntspill Back Ditch,Penning boards,335990,143320,0,51.185507,South Drain,1,380,185.5158096,334977.4145,143186.2303,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,21,1,21,0,0.776173711,933.2144775,0,933.2144775
25,25,Pyde Drove Sluice, ,EA,EA,Huntspill Back Ditch,Penstock,335640,143260,0,51.184929,South Drain,1,380,185.5158096,334977.4145,143186.2303,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,25,1,25,0,0.776173711,933.2144775,0,933.2144775
26,26,Quaking Bridge Sluice, ,EA,EA,Huntspill Back Ditch,Overtopped Sluice,334870,143470,0,51.186729,South Drain,1,380,185.5158096,334977.4145,143186.2303,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,26,1,26,0,0.776173711,933.2144775,0,933.2144775
43,43,H14, ,LB IDB,LB IDB,Reeds & Chilpitts Rhyne,Penstock,336090,142100,0,51.17455,South Drain,1,380,185.5158096,334977.4145,143186.2303,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,43,1,43,0,0.776173711,933.2144775,0,933.2144775
109,109,,,,,,,332668,147990,,,AxeBrueIDB_structures+N,1,72,2.034593557,332666.3172,147991.1436,,5,B03,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,107,1,109,1.61839E-05,0.495729238,1287.796021,357.1855469,930.6104736
312,312,,,,,,,350230,141194,,,AxeBrueIDB_structures+N,1,42,0.092894257,350229.98,141193.9093,,208,UB64,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,302,1,312,1.53575E-05,0.71916467,909.7283325,0,909.7283325
345,345,,,,,,,338812,148135,,,AxeBrueIDB_structures+N,1,141,2.696295241,338814.5783,148135.7889,,241,W06,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,334,1,345,2.58321E-06,0.175468296,907.6421509,0,907.6421509
61,61,Highbeech Boards (Lower Godney Boards), ,EA,EA,River Sheppey,Penning boards,347130,142690,51.180984,-2.7577699,North Drain,1,990,4.77062019,347126.5581,142693.3034,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,61,8,61,3.25087E-05,0.993478596,18652.35938,17751.78906,900.5703125
355,355,,,,,,,340177,145999,,,AxeBrueIDB_structures+N,1,400,7.433497847,340173.906,145992.241,,251,W16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,344,2,355,4.3422E-05,0.244541317,888.5755005,0,888.5755005
322,322,,,,,,,349933,139972,,,AxeBrueIDB_structures+N,1,49,0.18377879,349933.148,139972.109,,218,UB75,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,312,2,322,2.81684E-05,0.918279588,1027.771973,151.3075867,876.464386
144,144,,,,,,,339989,142353,,,AxeBrueIDB_structures+N,1,41,1.131876879,339987.9045,142353.2845,,40,C09,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,142,1,144,3.74472E-05,0.953851521,1090.260254,222.8770752,867.3831787
433,433,,,,,,,347183,144464,,,AxeBrueIDB_structures+N,1,175,84.90445163,348145.0456,143527.4616,,158,UB13,Stoplogs,1,0,0,0.112999998,N,"Nearest Polyline, no name check",n/a,11221,421,1,433,4.13061E-05,0.373876363,862.2162476,0,862.2162476
367,367,,,,,,,341342,144434,,,AxeBrueIDB_structures+N,1,419,87.80509735,341389.4426,144507.8846,,263,W28,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,356,3,367,4.03626E-06,0.689367235,845.2838135,0,845.2838135
182,182,,,,,,,335419,142386,,,AxeBrueIDB_structures+N,1,382,0.40604681,335418.8885,142385.6096,,78,H28,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,177,2,182,3.64534E-05,0.255486667,830.2225342,0,830.2225342
78,78,W03Totney Drove Penstock, ,LBIDB,LBIDB,Totney Drove,Penstock,339940,145460,51.205177,-2.8610867,North Drain,1,406,1.064557572,339938.9383,145460.0777,600mm undershot penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,78,1,78,1.91208E-05,0.920824647,1034.932007,237.4683533,797.4636536
27,27,Cold Harbour Bridge Weir, ,EA,EA,River Brue,Fixed weir,347980,140320,0,51.159753,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,27,1,27,1.40553E-06,0.615317523,754.6997681,0,754.6997681
32,32,Cold Harbour Sluice, ,EA,EA,Glastonbury Millstream,Timer penstock,348060,140330,0,51.15985,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,32,1,32,1.40553E-06,0.615317523,754.6997681,0,754.6997681
33,33,North Load Penning Bay (North Load Penning Boards), ,EA,EA,Glastonbury Millstream,Penning Bays,349320,139580,0,51.15322,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,33,1,33,1.40553E-06,0.615317523,754.6997681,0,754.6997681
35,35,Aqueduct Sluice (Glastonbury Canal Aqueduct Sluice), ,EA,EA,Glastonbury Canal,Culvert,348000,139240,0,51.150044,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,35,1,35,1.40553E-06,0.615317523,754.6997681,0,754.6997681
36,36,New Close Balancing Pond, ,County Council,Private,Glastonbury Millstream,Timber penstock,349270,139270,0,51.150428,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,36,1,36,1.40553E-06,0.615317523,754.6997681,0,754.6997681
37,37,Chisletts Weir, ,Private,Private,Glastonbury Millstream,Penning Bays,349100,138800,0,51.146187,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,37,1,37,1.40553E-06,0.615317523,754.6997681,0,754.6997681
38,38,Baileys Sluices, ,Private,Private,Glastonbury Millstream,Culvert,348720,138420,0,51.142737,South Drain,1,121,134.4284999,348414.1111,139760.2778,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,38,1,38,1.40553E-06,0.615317523,754.6997681,0,754.6997681
252,252,,,,,,,347991,142763,,,AxeBrueIDB_structures+N,1,318,0.45828462,347991.4058,142763.2129,,148,UB04,Siphon,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,244,1,252,2.69962E-05,0.98844558,754.0913086,0,754.0913086
192,192,,,,,,,332472,141775,,,AxeBrueIDB_structures+N,1,250,7.565084061,332470.5994,141782.4343,,88,H40,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,186,1,192,0,1,1299.413818,572.2797241,727.1340942
197,197,,,,,,,337973,148093,,,AxeBrueIDB_structures+N,1,95,0.697164681,337973.6964,148093.0326,,93,M01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,191,1,197,2.05961E-06,0.070895784,716.6771851,0,716.6771851
104,104,,,,,,,342315,154140,,,AxeBrueIDB_structures+N,1,103,0.912186313,342315.7365,154139.4619,,0,AX01,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,102,1,104,5.48196E-05,0.0132815,696.2006226,0,696.2006226
305,305,,,,,,,354371,133384,,,AxeBrueIDB_structures+N,1,298,4.241675634,354371.8697,133388.1516,,201,UB57,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,296,1,305,4.10736E-05,0.510680258,688.2077637,2.77989006,685.4278736
177,177,,,,,,,335469,146338,,,AxeBrueIDB_structures+N,1,417,0.741540673,335469.2388,146338.702,,73,H23,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,173,2,177,3.58236E-05,0.046334919,675.8188477,0,675.8188477
190,190,,,,,,,336532,143638,,,AxeBrueIDB_structures+N,1,60,145.0245454,336675.7693,143618.9606,,86,H38,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,184,1,190,2.89317E-05,0.399836153,706.1735229,35.75046539,670.4230576
321,321,,,,,,,349727,141024,,,AxeBrueIDB_structures+N,1,78,13.57933237,349721.6166,141036.4667,,217,UB74,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,311,1,321,4.92214E-05,0.751469195,1706.236572,1036.739258,669.4973145
124,124,,,,,,,331654,155391,,,AxeBrueIDB_structures+N,1,66,23.7847457,331654.9763,155367.2353,,20,BB03,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,122,1,124,0,0.85251081,7354.39209,6695.137695,659.2543945
308,308,,,,,,,354571,132924,,,AxeBrueIDB_structures+N,1,298,0.908811566,354571.0448,132924.9077,,204,UB60,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,299,2,308,6.67905E-06,0.998832881,1346.056641,688.2077637,657.848877
410,410,,,,,,,342103,144066,,,AxeBrueIDB_structures+N,1,419,1.95092153,342104.8449,144065.3657,,306,XW27,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,399,3,410,2.6225E-05,0.608619988,654.5042725,0,654.5042725
82,82,Butter Ditch Cut-Off, ,UB IDB,UB IDB,Butter Ditch,Flap valve,347550,142620,51.180394,-2.7517514,North Drain,1,318,5.869523746,347550.1219,142625.8683,Flap valve operated by local farmers to control flow of water.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,82,4,82,4.22096E-05,0.759562254,653.0925293,0,653.0925293
92,92,London Drove Outfall, ,UB IDB,UB IDB,London Drove Rhyne,Penning hatch,345280,144710,51.198972,-2.7845429,North Drain,1,352,4.087346546,345276.0951,144711.2077,Not in use.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,90,1,92,4.66702E-05,0.983005583,621.0012207,0,621.0012207
3,3,Gold Corner Pumping Station, ,EA,EA,South Drain,Pumping Station,336720,143040,0,51.183071,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,3,1,3,1.13684E-05,0.174886301,618.9204102,0,618.9204102
4,4,Shaking Drove Tilting Weir, ,EA,EA,South Drain,Tilting weir and a flap,336800,143170,0,51.184249,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,4,1,4,1.13684E-05,0.174886301,618.9204102,0,618.9204102
6,6,Gold Corner Sluice (including Gold Corner Penstocks), ,EA,EA,Huntspill River/ Cripps River,Vertical lifting gate and two penstocks (Culverts and penstocks),336700,143190,0,51.184418,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,6,1,6,1.13684E-05,0.174886301,618.9204102,0,618.9204102
7,7,Cripps River Sluice (redundant), ,EA, EA,Cripps River,Vertical lifting gate,336080,145040,0,51.200982,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,7,1,7,1.13684E-05,0.174886301,618.9204102,0,618.9204102
10,10,West Burtle Rhyne Sluice, ,EA,EA,South Drain Back Ditch,Penstock,337440,142990,0,51.182701,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,10,1,10,1.13684E-05,0.174886301,618.9204102,0,618.9204102
11,11,Chilton Railway Sluice (Edington Railway Sluice), ,No data,No data,South Drain Back Ditch,Vertical lift sluice gate,338540,142760,0,51.180753,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,11,1,11,1.13684E-05,0.174886301,618.9204102,0,618.9204102
12,12,Decoy Rhyne Sluice, ,EA,EA,Decoy Rhyne,Vertical lift sluice gate,336950,143000,0,51.182737,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,12,1,12,1.13684E-05,0.174886301,618.9204102,0,618.9204102
13,13,Decoy Rhyne Tilting Weir, ,Private,Private,Decoy Rhyne,Tilting weir,336950,142930,0,51.182108,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,13,1,13,1.13684E-05,0.174886301,618.9204102,0,618.9204102
14,14,Cossington Manor Rhyne, ,EA,EA,South Drain Back Ditch,Tilting weir,337440,142950,0,51.182342,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,14,1,14,1.13684E-05,0.174886301,618.9204102,0,618.9204102
15,15,Chilton Cottage Sluice, ,EA,EA,South Drain Back Ditch,Vertical lift sluice gate,338420,142750,0,51.18065,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,15,1,15,1.13684E-05,0.174886301,618.9204102,0,618.9204102
16,16,Burtle Rhyne Sluice, ,EA,EA,South Drain Back Ditch,Vertical lift sluice gate,338690,142730,0,51.180499,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,16,1,16,1.13684E-05,0.174886301,618.9204102,0,618.9204102
17,17,Chilton Landshire Rhyne Sluice, ,EA,EA,South Drain Back Ditch,Tilting weir,338680,142700,0,51.180228,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,17,1,17,1.13684E-05,0.174886301,618.9204102,0,618.9204102
22,22,Gold Corner South Sluice, ,EA,EA,Huntspill Back Ditch,Sluice valve,336680,143020,0,51.182887,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,22,1,22,1.13684E-05,0.174886301,618.9204102,0,618.9204102
23,23,Whitchey Drove West Sluice, ,EA,EA,Huntspill Back Ditch,Removed sluice and concrete headwall,336690,143000,0,51.182708,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,23,1,23,1.13684E-05,0.174886301,618.9204102,0,618.9204102
24,24,Whitchey Drove East Sluice, ,EA,EA,Huntspill Back Ditch,Sluice gate,336720,142980,0,51.182532,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,24,1,24,1.13684E-05,0.174886301,618.9204102,0,618.9204102
44,44,H24, ,LB IDB,LB IDB,Cripps River back ditch,Penstock,336650,143220,0,51.184682,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,44,1,44,1.13684E-05,0.174886301,618.9204102,0,618.9204102
45,45,H26, ,LB IDB,LB IDB,Private ditch,Penstock,336300,144610,0,51.19714,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,45,1,45,1.13684E-05,0.174886301,618.9204102,0,618.9204102
46,46,H31, ,LB IDB,LB IDB,Private ditch,Steel trench sheet bay,336100,144900,0,51.199725,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,46,1,46,1.13684E-05,0.174886301,618.9204102,0,618.9204102
48,48,C03, ,LB IDB,LB IDB,Nidon Brook,Stop-logs,337800,140910,0,51.16404,South Drain,1,186,36.48691915,337437.794,143744.8228,,,,,,,,0.02,N,"Nearest Polyline, no name check",n/a,11221,48,1,48,1.13684E-05,0.174886301,618.9204102,0,618.9204102
295,295,,,,,,,354157,140627,,,AxeBrueIDB_structures+N,1,445,2.063004837,354156.5834,140624.9795,,191,UB47,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,286,11,295,3.18379E-06,0.39958173,610.6412354,15.28202152,595.3592138
183,183,,,,,,,332339,142267,,,AxeBrueIDB_structures+N,1,395,0.225910164,332339.2211,142266.9536,,79,H30,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,178,1,183,6.11993E-06,0.444681436,572.2797241,0,572.2797241
213,213,,,,,,,335088,146960,,,AxeBrueIDB_structures+N,1,179,2.278934945,335087.1454,146957.8874,,109,M19,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,206,1,213,2.73285E-05,0.712750375,569.4830322,0,569.4830322
383,383,,,,,,,340170,140849,,,AxeBrueIDB_structures+N,1,355,1.957671844,340168.1288,140849.5753,,279,XC16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,372,2,383,3.05255E-05,0.968587101,566.2570801,0,566.2570801
76,76,Totney Drove Inlet No 2, ,EA,EA,River Brue,Penstock,342920,143150,51.184714,-2.8180675,North Drain,1,1083,8.438288314,342917.7452,143141.8685,18? culvert with penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,76,5,76,4.1811E-05,0.314994752,110754.4375,110188.3828,566.054687
379,379,,,,,,,336646,141838,,,AxeBrueIDB_structures+N,1,322,2.003194732,336646.9748,141839.75,,275,XC12,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,368,1,379,1.35063E-05,0.80467999,1988.70752,1425.939087,562.7684326
334,334,,,,,,,347067,136675,,,AxeBrueIDB_structures+N,1,941,1.121687492,347066.689,136673.9223,,230,UB87,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,323,6,334,1.0939E-05,0.959761679,557.3786011,0,557.3786011
193,193,,,,,,,331655,144413,,,AxeBrueIDB_structures+N,1,310,2.12179817,331657.1156,144412.8376,,89,H41,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,187,1,193,2.58365E-05,0.360365301,650.8222046,101.0056458,549.8165588
414,414,,,,,,,348846,140975,,,AxeBrueIDB_structures+N,1,410,0.721239372,348846.5163,140975.5036,,310,UB93,Tilting Weir,0,,,0.203999996,N,"Nearest Polyline, no name check",n/a,11221,403,3,414,1.73969E-06,0.979832232,1005.818054,457.0868225,548.7312317
168,168,,,,,,,330588,145369,,,AxeBrueIDB_structures+N,1,402,0.412059504,330588.4104,145368.9521,,64,H10,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,166,3,168,1.43357E-05,0.801336527,547.9423828,0,547.9423828
68,68,Tealham RWLA S4, ,EA,EA,Non Main River,Penning boards,340960,144510,51.196743,-2.8463315,North Drain,1,307,81.64017786,340878.7054,144502.4959,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,68,1,68,2.97917E-05,0.762027979,555.7676392,16.07107735,539.6965618
147,147,,,,,,,341044,141073,,,AxeBrueIDB_structures+N,1,286,0.592102492,341044.5819,141072.8906,,43,C12,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,145,8,147,7.93118E-06,0.474567086,795.8703003,259.0840454,536.7862549
75,75,Totney Drove Inlet No 1, ,EA,EA,River Brue,Penstock,342440,143380,51.186734,-2.8249714,North Drain,1,1083,5.08435657,342437.6031,143375.5161,18? culvert with penstock,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,75,4,75,1.89714E-05,0.418525308,111290.2734,110754.4375,535.8359375
87,87,Great Withy Rhyne Inlet, ,UB IDB,UB IDB,Great Withy Rhyne Millstream,Flap valve,349080,139760,51.154817,-2.7294586,North Drain,1,1090,0.733125598,349079.947,139760.7312,Cast iron flap valve on masonry headwall operated,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,87,8,87,7.29955E-06,0.784177601,35522.90234,34996.60938,526.2929688
267,267,,,,,,,344703,144655,,,AxeBrueIDB_structures+N,1,375,0.519376652,344702.5091,144655.1697,,163,UB18,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,259,1,267,2.77174E-05,0.985678971,522.0631714,0,522.0631714
293,293,,,,,,,353645,140724,,,AxeBrueIDB_structures+N,1,445,4.898863061,353644.1592,140719.1738,,189,UB45,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,284,10,293,2.97805E-05,0.740546346,1131.703613,610.6412354,521.0623779
161,161,,,,,,,333707,143665,,,AxeBrueIDB_structures+N,1,421,0.278023246,333706.9883,143665.2778,,57,H02,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,159,1,161,2.30247E-05,0.294146448,519.2650757,0,519.2650757
274,274,,,,,,,351110,143799,,,AxeBrueIDB_structures+N,1,162,1.926864961,351108.1236,143798.5619,,170,UB25,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,265,1,274,0,0.997817874,2438.249023,1922.809692,515.4393311
405,405,,,,,,,341481,145264,,,AxeBrueIDB_structures+N,1,342,2.022509151,341482.975,145263.5643,,301,XW22,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,394,2,405,2.071E-05,0.395852417,971.2595825,461.2070618,510.0525208
285,285,,,,,,,353551,140053,,,AxeBrueIDB_structures+N,1,83,1.787275873,353552.1844,140051.6616,,181,UB37,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,276,1,285,6.6337E-05,0.885490119,492.5357971,0,492.5357971
140,140,,,,,,,337798,140908,,,AxeBrueIDB_structures+N,1,367,0.434885525,337797.567,140907.9593,,36,C03,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,138,1,140,2.30726E-05,0.428193122,488.3235474,0,488.3235474
